"game","turn","roll"
"244","12","0"
"244","13","0"
"244","14","0"
"244","15","1"
"244","16","0"
"245","1","1"
"245","2","0"
"245","3","0"
"245","4","0"
"245","5","0"
"245","6","1"
"245","7","0"
"245","8","1"
"245","9","1"
"245","10","1"
"245","11","1"
"245","12","0"
"245","13","0"
"245","14","1"
"245","15","0"
"245","16","0"
"246","1","1"
"246","2","1"
"246","3","0"
"246","4","1"
"246","5","1"
"246","6","1"
"246","7","1"
"246","8","0"
"246","9","1"
"246","10","0"
"246","11","0"
"246","12","0"
"246","13","1"
"246","14","0"
"246","15","0"
"246","16","1"
"247","1","1"
"247","2","0"
"247","3","1"
"247","4","0"
"247","5","1"
"247","6","0"
"247","7","1"
"247","8","1"
"247","9","0"
"247","10","1"
"247","11","0"
"247","12","0"
"247","13","0"
"247","14","0"
"247","15","1"
"247","16","0"
"248","1","1"
"248","2","0"
"248","3","1"
"248","4","0"
"248","5","0"
"248","6","1"
"248","7","0"
"248","8","1"
"248","9","0"
"248","10","1"
"248","11","0"
"248","12","0"
"248","13","0"
"248","14","1"
"248","15","0"
"248","16","0"
"249","1","1"
"249","2","0"
"249","3","1"
"249","4","1"
"249","5","1"
"249","6","1"
"249","7","0"
"249","8","0"
"249","9","0"
"249","10","1"
"249","11","0"
"249","12","1"
"249","13","0"
"249","14","0"
"249","15","0"
"249","16","0"
"250","1","1"
"250","2","0"
"250","3","1"
"250","4","1"
"250","5","0"
"250","6","0"
"250","7","0"
"250","8","1"
"250","9","0"
"250","10","0"
"250","11","1"
"250","12","0"
"250","13","0"
"250","14","0"
"250","15","1"
"250","16","0"
"251","1","1"
"251","2","1"
"251","3","0"
"251","4","0"
"251","5","0"
"251","6","0"
"251","7","1"
"251","8","0"
"251","9","0"
"251","10","0"
"251","11","1"
"251","12","0"
"251","13","1"
"251","14","1"
"251","15","1"
"251","16","0"
"252","1","1"
"252","2","0"
"252","3","0"
"252","4","0"
"252","5","0"
"252","6","1"
"252","7","0"
"252","8","0"
"252","9","0"
"252","10","1"
"252","11","0"
"252","12","0"
"252","13","0"
"252","14","1"
"252","15","0"
"252","16","0"
"253","1","1"
"253","2","0"
"253","3","0"
"253","4","0"
"253","5","1"
"253","6","0"
"253","7","0"
"253","8","0"
"253","9","1"
"253","10","0"
"253","11","0"
"253","12","0"
"253","13","0"
"253","14","1"
"253","15","1"
"253","16","1"
"254","1","1"
"254","2","0"
"254","3","1"
"254","4","0"
"254","5","0"
"254","6","0"
"254","7","0"
"254","8","1"
"254","9","0"
"254","10","0"
"254","11","0"
"254","12","0"
"254","13","1"
"254","14","0"
"254","15","0"
"254","16","1"
"255","1","1"
"255","2","0"
"255","3","0"
"255","4","0"
"255","5","0"
"255","6","1"
"255","7","0"
"255","8","0"
"255","9","0"
"255","10","1"
"255","11","1"
"255","12","0"
"255","13","0"
"255","14","0"
"255","15","0"
"255","16","1"
"256","1","1"
"256","2","0"
"256","3","1"
"256","4","0"
"256","5","1"
"256","6","0"
"256","7","0"
"256","8","1"
"256","9","0"
"256","10","0"
"256","11","1"
"256","12","1"
"256","13","0"
"256","14","0"
"256","15","0"
"256","16","0"
"257","1","1"
"257","2","0"
"257","3","0"
"257","4","0"
"257","5","0"
"257","6","1"
"257","7","0"
"257","8","1"
"257","9","1"
"257","10","0"
"257","11","0"
"257","12","0"
"257","13","1"
"257","14","0"
"257","15","0"
"257","16","1"
"258","1","1"
"258","2","1"
"258","3","0"
"258","4","0"
"258","5","0"
"258","6","0"
"258","7","1"
"258","8","0"
"258","9","1"
"258","10","0"
"258","11","1"
"258","12","0"
"258","13","0"
"258","14","0"
"258","15","1"
"258","16","0"
"259","1","1"
"259","2","0"
"259","3","1"
"259","4","0"
"259","5","0"
"259","6","0"
"259","7","1"
"259","8","1"
"259","9","0"
"259","10","0"
"259","11","0"
"259","12","1"
"259","13","0"
"259","14","1"
"259","15","0"
"259","16","0"
"260","1","1"
"260","2","0"
"260","3","0"
"260","4","0"
"260","5","1"
"260","6","1"
"260","7","0"
"260","8","0"
"260","9","1"
"260","10","0"
"260","11","0"
"260","12","0"
"260","13","0"
"260","14","1"
"260","15","0"
"260","16","1"
"261","1","1"
"261","2","0"
"261","3","0"
"261","4","0"
"261","5","0"
"261","6","1"
"261","7","0"
"261","8","0"
"261","9","0"
"261","10","0"
"261","11","1"
"261","12","0"
"261","13","0"
"261","14","0"
"261","15","0"
"261","16","1"
"262","1","1"
"262","2","0"
"262","3","0"
"262","4","0"
"262","5","1"
"262","6","0"
"262","7","0"
"262","8","0"
"262","9","1"
"262","10","1"
"262","11","0"
"262","12","0"
"262","13","1"
"262","14","0"
"262","15","1"
"262","16","0"
"263","1","1"
"263","2","0"
"263","3","0"
"263","4","0"
"263","5","0"
"263","6","1"
"263","7","0"
"263","8","0"
"263","9","0"
"263","10","1"
"263","11","0"
"263","12","0"
"263","13","1"
"263","14","0"
"263","15","0"
"263","16","0"
"264","1","1"
"264","2","1"
"264","3","0"
"264","4","1"
"264","5","0"
"264","6","0"
"264","7","1"
"264","8","0"
"264","9","1"
"264","10","1"
"264","11","1"
"264","12","1"
"264","13","0"
"264","14","0"
"264","15","0"
"264","16","0"
"265","1","1"
"265","2","0"
"265","3","0"
"265","4","0"
"265","5","0"
"265","6","1"
"265","7","1"
"265","8","0"
"265","9","1"
"265","10","0"
"265","11","0"
"265","12","1"
"265","13","0"
"265","14","0"
"265","15","1"
"265","16","0"
"266","1","1"
"266","2","0"
"266","3","0"
"266","4","0"
"266","5","0"
"266","6","1"
"266","7","1"
"266","8","0"
"266","9","0"
"266","10","0"
"266","11","1"
"266","12","0"
"266","13","0"
"266","14","1"
"266","15","0"
"266","16","0"
"267","1","1"
"267","2","1"
"267","3","0"
"267","4","0"
"267","5","1"
"267","6","0"
"267","7","0"
"267","8","1"
"267","9","0"
"267","10","0"
"267","11","1"
"267","12","0"
"267","13","0"
"267","14","1"
"267","15","0"
"267","16","0"
"268","1","1"
"268","2","0"
"268","3","0"
"268","4","1"
"268","5","0"
"268","6","0"
"268","7","0"
"268","8","1"
"268","9","0"
"268","10","0"
"268","11","0"
"268","12","1"
"268","13","0"
"268","14","1"
"268","15","0"
"268","16","0"
"269","1","1"
"269","2","0"
"269","3","0"
"269","4","0"
"269","5","0"
"269","6","1"
"269","7","1"
"269","8","0"
"269","9","0"
"269","10","0"
"269","11","0"
"269","12","1"
"269","13","0"
"269","14","0"
"269","15","1"
"269","16","0"
"270","1","1"
"270","2","0"
"270","3","0"
"270","4","1"
"270","5","0"
"270","6","0"
"270","7","0"
"270","8","0"
"270","9","1"
"270","10","0"
"270","11","0"
"270","12","0"
"270","13","0"
"270","14","1"
"270","15","1"
"270","16","0"
"271","1","1"
"271","2","1"
"271","3","0"
"271","4","0"
"271","5","0"
"271","6","0"
"271","7","1"
"271","8","0"
"271","9","1"
"271","10","0"
"271","11","0"
"271","12","0"
"271","13","0"
"271","14","1"
"271","15","0"
"271","16","0"
"272","1","1"
"272","2","0"
"272","3","0"
"272","4","0"
"272","5","1"
"272","6","0"
"272","7","1"
"272","8","1"
"272","9","1"
"272","10","0"
"272","11","0"
"272","12","0"
"272","13","1"
"272","14","1"
"272","15","0"
"272","16","1"
"273","1","1"
"273","2","0"
"273","3","0"
"273","4","1"
"273","5","0"
"273","6","0"
"273","7","0"
"273","8","0"
"273","9","1"
"273","10","0"
"273","11","1"
"273","12","0"
"273","13","0"
"273","14","1"
"273","15","0"
"273","16","0"
"274","1","1"
"274","2","0"
"274","3","1"
"274","4","0"
"274","5","0"
"274","6","0"
"274","7","0"
"274","8","1"
"274","9","0"
"274","10","0"
"274","11","0"
"274","12","0"
"274","13","1"
"274","14","1"
"274","15","0"
"274","16","1"
"275","1","1"
"275","2","0"
"275","3","0"
"275","4","1"
"275","5","0"
"275","6","0"
"275","7","1"
"275","8","1"
"275","9","0"
"275","10","0"
"275","11","0"
"275","12","0"
"275","13","1"
"275","14","0"
"275","15","1"
"275","16","0"
"276","1","1"
"276","2","1"
"276","3","1"
"276","4","0"
"276","5","1"
"276","6","0"
"276","7","1"
"276","8","0"
"276","9","0"
"276","10","1"
"276","11","0"
"276","12","0"
"276","13","0"
"276","14","0"
"276","15","1"
"276","16","0"
"277","1","1"
"277","2","0"
"277","3","0"
"277","4","1"
"277","5","1"
"277","6","0"
"277","7","0"
"277","8","1"
"277","9","0"
"277","10","0"
"277","11","0"
"277","12","0"
"277","13","1"
"277","14","0"
"277","15","0"
"277","16","0"
"278","1","1"
"278","2","0"
"278","3","0"
"278","4","1"
"278","5","0"
"278","6","1"
"278","7","0"
"278","8","0"
"278","9","1"
"278","10","0"
"278","11","1"
"278","12","0"
"278","13","0"
"278","14","0"
"278","15","0"
"278","16","1"
"279","1","1"
"279","2","0"
"279","3","0"
"279","4","0"
"279","5","0"
"279","6","1"
"279","7","0"
"279","8","0"
"279","9","0"
"279","10","0"
"279","11","1"
"279","12","0"
"279","13","0"
"279","14","1"
"279","15","1"
"279","16","0"
"280","1","1"
"280","2","0"
"280","3","1"
"280","4","0"
"280","5","1"
"280","6","0"
"280","7","0"
"280","8","1"
"280","9","0"
"280","10","0"
"280","11","0"
"280","12","0"
"280","13","1"
"280","14","0"
"280","15","1"
"280","16","1"
"281","1","1"
"281","2","1"
"281","3","0"
"281","4","0"
"281","5","0"
"281","6","0"
"281","7","1"
"281","8","1"
"281","9","0"
"281","10","0"
"281","11","0"
"281","12","1"
"281","13","0"
"281","14","0"
"281","15","0"
"281","16","0"
"282","1","1"
"282","2","0"
"282","3","0"
"282","4","0"
"282","5","1"
"282","6","0"
"282","7","1"
"282","8","0"
"282","9","0"
"282","10","0"
"282","11","1"
"282","12","0"
"282","13","0"
"282","14","0"
"282","15","0"
"282","16","1"
"283","1","1"
"283","2","0"
"283","3","0"
"283","4","1"
"283","5","0"
"283","6","1"
"283","7","0"
"283","8","1"
"283","9","1"
"283","10","0"
"283","11","0"
"283","12","0"
"283","13","0"
"283","14","1"
"283","15","0"
"283","16","1"
"284","1","1"
"284","2","0"
"284","3","1"
"284","4","1"
"284","5","0"
"284","6","0"
"284","7","0"
"284","8","0"
"284","9","1"
"284","10","0"
"284","11","0"
"284","12","0"
"284","13","1"
"284","14","1"
"284","15","1"
"284","16","0"
"285","1","1"
"285","2","1"
"285","3","1"
"285","4","0"
"285","5","1"
"285","6","0"
"285","7","1"
"285","8","0"
"285","9","0"
"285","10","1"
"285","11","1"
"285","12","0"
"285","13","0"
"285","14","1"
"285","15","0"
"285","16","0"
"286","1","1"
"286","2","0"
"286","3","0"
"286","4","1"
"286","5","0"
"286","6","0"
"286","7","0"
"286","8","0"
"286","9","1"
"286","10","0"
"286","11","0"
"286","12","0"
"286","13","1"
"286","14","0"
"286","15","1"
"286","16","0"
"287","1","1"
"287","2","0"
"287","3","0"
"287","4","1"
"287","5","1"
"287","6","0"
"287","7","0"
"287","8","1"
"287","9","0"
"287","10","1"
"287","11","0"
"287","12","1"
"287","13","0"
"287","14","0"
"287","15","1"
"287","16","0"
"288","1","1"
"288","2","0"
"288","3","1"
"288","4","1"
"288","5","0"
"288","6","0"
"288","7","0"
"288","8","0"
"288","9","1"
"288","10","0"
"288","11","1"
"288","12","1"
"288","13","0"
"288","14","0"
"288","15","1"
"288","16","1"
"289","1","1"
"289","2","1"
"289","3","1"
"289","4","0"
"289","5","0"
"289","6","1"
"289","7","1"
"289","8","0"
"289","9","1"
"289","10","0"
"289","11","1"
"289","12","1"
"289","13","0"
"289","14","0"
"289","15","0"
"289","16","1"
"290","1","1"
"290","2","0"
"290","3","0"
"290","4","0"
"290","5","1"
"290","6","0"
"290","7","1"
"290","8","0"
"290","9","0"
"290","10","0"
"290","11","1"
"290","12","0"
"290","13","0"
"290","14","0"
"290","15","0"
"290","16","1"
"291","1","1"
"291","2","0"
"291","3","0"
"291","4","1"
"291","5","0"
"291","6","0"
"291","7","0"
"291","8","1"
"291","9","1"
"291","10","0"
"291","11","0"
"291","12","0"
"291","13","1"
"291","14","0"
"291","15","0"
"291","16","1"
"292","1","1"
"292","2","0"
"292","3","1"
"292","4","0"
"292","5","1"
"292","6","0"
"292","7","1"
"292","8","0"
"292","9","0"
"292","10","0"
"292","11","1"
"292","12","1"
"292","13","0"
"292","14","0"
"292","15","1"
"292","16","0"
"293","1","1"
"293","2","0"
"293","3","0"
"293","4","1"
"293","5","0"
"293","6","0"
"293","7","0"
"293","8","0"
"293","9","1"
"293","10","0"
"293","11","1"
"293","12","0"
"293","13","0"
"293","14","0"
"293","15","0"
"293","16","1"
"294","1","1"
"294","2","1"
"294","3","0"
"294","4","1"
"294","5","0"
"294","6","0"
"294","7","0"
"294","8","1"
"294","9","0"
"294","10","0"
"294","11","0"
"294","12","0"
"294","13","1"
"294","14","0"
"294","15","1"
"294","16","0"
"295","1","1"
"295","2","0"
"295","3","0"
"295","4","0"
"295","5","1"
"295","6","0"
"295","7","0"
"295","8","0"
"295","9","1"
"295","10","0"
"295","11","1"
"295","12","1"
"295","13","0"
"295","14","0"
"295","15","0"
"295","16","0"
"296","1","1"
"296","2","0"
"296","3","0"
"296","4","1"
"296","5","0"
"296","6","1"
"296","7","1"
"296","8","0"
"296","9","0"
"296","10","0"
"296","11","0"
"296","12","1"
"296","13","0"
"296","14","0"
"296","15","0"
"296","16","1"
"297","1","1"
"297","2","0"
"297","3","1"
"297","4","1"
"297","5","1"
"297","6","0"
"297","7","1"
"297","8","1"
"297","9","0"
"297","10","1"
"297","11","0"
"297","12","0"
"297","13","0"
"297","14","1"
"297","15","0"
"297","16","0"
"298","1","1"
"298","2","0"
"298","3","1"
"298","4","0"
"298","5","0"
"298","6","1"
"298","7","0"
"298","8","0"
"298","9","1"
"298","10","0"
"298","11","1"
"298","12","0"
"298","13","1"
"298","14","0"
"298","15","0"
"298","16","0"
"299","1","1"
"299","2","0"
"299","3","0"
"299","4","0"
"299","5","0"
"299","6","1"
"299","7","0"
"299","8","1"
"299","9","0"
"299","10","0"
"299","11","1"
"299","12","0"
"299","13","1"
"299","14","0"
"299","15","1"
"299","16","0"
"300","1","1"
"300","2","0"
"300","3","1"
"300","4","0"
"300","5","1"
"300","6","0"
"300","7","1"
"300","8","0"
"300","9","0"
"300","10","0"
"300","11","0"
"300","12","1"
"300","13","0"
"300","14","1"
"300","15","0"
"300","16","0"
"301","1","1"
"301","2","1"
"301","3","1"
"301","4","0"
"301","5","0"
"301","6","0"
"301","7","1"
"301","8","0"
"301","9","0"
"301","10","0"
"301","11","0"
"301","12","1"
"301","13","1"
"301","14","0"
"301","15","1"
"301","16","1"
"302","1","1"
"302","2","0"
"302","3","0"
"302","4","0"
"302","5","1"
"302","6","0"
"302","7","0"
"302","8","0"
"302","9","0"
"302","10","1"
"302","11","1"
"302","12","1"
"302","13","1"
"302","14","0"
"302","15","0"
"302","16","0"
"303","1","1"
"303","2","0"
"303","3","0"
"303","4","0"
"303","5","0"
"303","6","1"
"303","7","0"
"303","8","0"
"303","9","0"
"303","10","1"
"303","11","0"
"303","12","0"
"303","13","1"
"303","14","0"
"303","15","0"
"303","16","1"
"304","1","1"
"304","2","1"
"304","3","0"
"304","4","0"
"304","5","0"
"304","6","1"
"304","7","0"
"304","8","0"
"304","9","1"
"304","10","0"
"304","11","0"
"304","12","0"
"304","13","0"
"304","14","1"
"304","15","0"
"304","16","0"
"305","1","1"
"305","2","0"
"305","3","0"
"305","4","0"
"305","5","0"
"305","6","1"
"305","7","1"
"305","8","0"
"305","9","1"
"305","10","0"
"305","11","1"
"305","12","0"
"305","13","1"
"305","14","0"
"305","15","0"
"305","16","1"
"306","1","1"
"306","2","0"
"306","3","0"
"306","4","0"
"306","5","1"
"306","6","0"
"306","7","0"
"306","8","1"
"306","9","0"
"306","10","1"
"306","11","0"
"306","12","0"
"306","13","0"
"306","14","1"
"306","15","0"
"306","16","0"
"307","1","1"
"307","2","0"
"307","3","0"
"307","4","1"
"307","5","0"
"307","6","0"
"307","7","0"
"307","8","0"
"307","9","1"
"307","10","0"
"307","11","0"
"307","12","0"
"307","13","0"
"307","14","1"
"307","15","0"
"307","16","1"
"308","1","1"
"308","2","1"
"308","3","1"
"308","4","0"
"308","5","1"
"308","6","0"
"308","7","0"
"308","8","0"
"308","9","1"
"308","10","0"
"308","11","0"
"308","12","0"
"308","13","0"
"308","14","1"
"308","15","1"
"308","16","0"
"309","1","1"
"309","2","0"
"309","3","1"
"309","4","0"
"309","5","0"
"309","6","0"
"309","7","1"
"309","8","0"
"309","9","0"
"309","10","0"
"309","11","1"
"309","12","1"
"309","13","0"
"309","14","0"
"309","15","1"
"309","16","0"
"310","1","1"
"310","2","0"
"310","3","0"
"310","4","0"
"310","5","1"
"310","6","0"
"310","7","0"
"310","8","1"
"310","9","0"
"310","10","1"
"310","11","0"
"310","12","1"
"310","13","0"
"310","14","0"
"310","15","1"
"310","16","0"
"311","1","1"
"311","2","0"
"311","3","1"
"311","4","0"
"311","5","0"
"311","6","1"
"311","7","1"
"311","8","0"
"311","9","0"
"311","10","0"
"311","11","0"
"311","12","1"
"311","13","0"
"311","14","0"
"311","15","1"
"311","16","0"
"312","1","1"
"312","2","0"
"312","3","0"
"312","4","0"
"312","5","1"
"312","6","1"
"312","7","0"
"312","8","1"
"312","9","0"
"312","10","0"
"312","11","1"
"312","12","0"
"312","13","0"
"312","14","0"
"312","15","1"
"312","16","0"
"313","1","1"
"313","2","0"
"313","3","0"
"313","4","1"
"313","5","1"
"313","6","0"
"313","7","0"
"313","8","1"
"313","9","0"
"313","10","1"
"313","11","0"
"313","12","0"
"313","13","1"
"313","14","1"
"313","15","0"
"313","16","0"
"314","1","1"
"314","2","0"
"314","3","1"
"314","4","1"
"314","5","0"
"314","6","0"
"314","7","0"
"314","8","1"
"314","9","0"
"314","10","0"
"314","11","0"
"314","12","0"
"314","13","1"
"314","14","0"
"314","15","0"
"314","16","0"
"315","1","1"
"315","2","0"
"315","3","0"
"315","4","0"
"315","5","0"
"315","6","1"
"315","7","0"
"315","8","0"
"315","9","1"
"315","10","0"
"315","11","0"
"315","12","1"
"315","13","0"
"315","14","0"
"315","15","0"
"315","16","1"
"316","1","1"
"316","2","0"
"316","3","1"
"316","4","0"
"316","5","0"
"316","6","0"
"316","7","0"
"316","8","1"
"316","9","0"
"316","10","1"
"316","11","0"
"316","12","0"
"316","13","0"
"316","14","0"
"316","15","1"
"316","16","1"
"317","1","1"
"317","2","0"
"317","3","0"
"317","4","1"
"317","5","0"
"317","6","0"
"317","7","0"
"317","8","1"
"317","9","0"
"317","10","0"
"317","11","1"
"317","12","1"
"317","13","1"
"317","14","0"
"317","15","1"
"317","16","0"
"318","1","1"
"318","2","0"
"318","3","0"
"318","4","0"
"318","5","1"
"318","6","0"
"318","7","1"
"318","8","1"
"318","9","1"
"318","10","0"
"318","11","0"
"318","12","0"
"318","13","0"
"318","14","1"
"318","15","0"
"318","16","0"
"319","1","1"
"319","2","0"
"319","3","0"
"319","4","0"
"319","5","1"
"319","6","1"
"319","7","0"
"319","8","0"
"319","9","1"
"319","10","0"
"319","11","0"
"319","12","1"
"319","13","0"
"319","14","0"
"319","15","1"
"319","16","0"
"320","1","1"
"320","2","0"
"320","3","0"
"320","4","0"
"320","5","0"
"320","6","1"
"320","7","0"
"320","8","1"
"320","9","1"
"320","10","0"
"320","11","1"
"320","12","0"
"320","13","1"
"320","14","0"
"320","15","1"
"320","16","0"
"321","1","1"
"321","2","0"
"321","3","0"
"321","4","1"
"321","5","0"
"321","6","0"
"321","7","0"
"321","8","1"
"321","9","0"
"321","10","0"
"321","11","1"
"321","12","0"
"321","13","0"
"321","14","1"
"321","15","0"
"321","16","0"
"322","1","1"
"322","2","0"
"322","3","0"
"322","4","0"
"322","5","0"
"322","6","1"
"322","7","1"
"322","8","0"
"322","9","0"
"322","10","0"
"322","11","0"
"322","12","1"
"322","13","0"
"322","14","0"
"322","15","1"
"322","16","0"
"323","1","1"
"323","2","0"
"323","3","0"
"323","4","0"
"323","5","0"
"323","6","1"
"323","7","0"
"323","8","1"
"323","9","0"
"323","10","0"
"323","11","0"
"323","12","0"
"323","13","1"
"323","14","0"
"323","15","1"
"323","16","0"
"324","1","1"
"324","2","0"
"324","3","0"
"324","4","0"
"324","5","1"
"324","6","0"
"324","7","1"
"324","8","0"
"324","9","0"
"324","10","0"
"324","11","1"
"324","12","0"
"324","13","0"
"324","14","0"
"324","15","1"
"324","16","0"
"325","1","1"
"325","2","0"
"325","3","0"
"325","4","0"
"325","5","0"
"325","6","1"
"325","7","0"
"325","8","0"
"325","9","0"
"325","10","0"
"325","11","1"
"325","12","0"
"325","13","0"
"325","14","0"
"325","15","1"
"325","16","0"
"326","1","1"
"326","2","0"
"326","3","0"
"326","4","0"
"326","5","1"
"326","6","0"
"326","7","1"
"326","8","0"
"326","9","0"
"326","10","1"
"326","11","0"
"326","12","0"
"326","13","1"
"326","14","0"
"326","15","0"
"326","16","1"
"327","1","1"
"327","2","0"
"327","3","1"
"327","4","0"
"327","5","0"
"327","6","1"
"327","7","0"
"327","8","0"
"327","9","0"
"327","10","1"
"327","11","0"
"327","12","0"
"327","13","0"
"327","14","1"
"327","15","0"
"327","16","1"
"328","1","1"
"328","2","1"
"328","3","0"
"328","4","0"
"328","5","0"
"328","6","1"
"328","7","0"
"328","8","1"
"328","9","0"
"328","10","0"
"328","11","0"
"328","12","1"
"328","13","0"
"328","14","0"
"328","15","0"
"328","16","0"
"329","1","1"
"329","2","0"
"329","3","0"
"329","4","1"
"329","5","0"
"329","6","0"
"329","7","0"
"329","8","0"
"329","9","1"
"329","10","0"
"329","11","1"
"329","12","0"
"329","13","0"
"329","14","1"
"329","15","0"
"329","16","0"
"330","1","1"
"330","2","0"
"330","3","0"
"330","4","1"
"330","5","1"
"330","6","0"
"330","7","0"
"330","8","0"
"330","9","1"
"330","10","0"
"330","11","0"
"330","12","1"
"330","13","0"
"330","14","0"
"330","15","1"
"330","16","0"
"331","1","1"
"331","2","1"
"331","3","0"
"331","4","1"
"331","5","0"
"331","6","0"
"331","7","0"
"331","8","0"
"331","9","1"
"331","10","0"
"331","11","0"
"331","12","1"
"331","13","0"
"331","14","1"
"331","15","0"
"331","16","1"
"332","1","1"
"332","2","0"
"332","3","0"
"332","4","0"
"332","5","1"
"332","6","0"
"332","7","0"
"332","8","0"
"332","9","1"
"332","10","0"
"332","11","0"
"332","12","1"
"332","13","0"
"332","14","0"
"332","15","1"
"332","16","0"
"333","1","1"
"333","2","1"
"333","3","0"
"333","4","0"
"333","5","0"
"333","6","0"
"333","7","1"
"333","8","0"
"333","9","0"
"333","10","0"
"333","11","0"
"333","12","1"
"333","13","0"
"333","14","1"
"333","15","0"
"333","16","0"
"334","1","1"
"334","2","0"
"334","3","0"
"334","4","1"
"334","5","0"
"334","6","1"
"334","7","0"
"334","8","1"
"334","9","0"
"334","10","0"
"334","11","1"
"334","12","0"
"334","13","0"
"334","14","1"
"334","15","1"
"334","16","0"
"335","1","1"
"335","2","1"
"335","3","0"
"335","4","0"
"335","5","1"
"335","6","0"
"335","7","0"
"335","8","0"
"335","9","1"
"335","10","1"
"335","11","0"
"335","12","0"
"335","13","1"
"335","14","0"
"335","15","1"
"335","16","0"
"336","1","1"
"336","2","0"
"336","3","0"
"336","4","0"
"336","5","1"
"336","6","0"
"336","7","0"
"336","8","0"
"336","9","0"
"336","10","1"
"336","11","0"
"336","12","0"
"336","13","1"
"336","14","0"
"336","15","1"
"336","16","0"
"337","1","1"
"337","2","0"
"337","3","0"
"337","4","1"
"337","5","0"
"337","6","0"
"337","7","0"
"337","8","0"
"337","9","1"
"337","10","0"
"337","11","0"
"337","12","0"
"337","13","1"
"337","14","0"
"337","15","0"
"337","16","0"
"338","1","1"
"338","2","0"
"338","3","0"
"338","4","0"
"338","5","1"
"338","6","0"
"338","7","1"
"338","8","0"
"338","9","1"
"338","10","0"
"338","11","1"
"338","12","0"
"338","13","0"
"338","14","0"
"338","15","1"
"338","16","1"
"339","1","1"
"339","2","0"
"339","3","0"
"339","4","1"
"339","5","0"
"339","6","1"
"339","7","0"
"339","8","1"
"339","9","0"
"339","10","0"
"339","11","0"
"339","12","0"
"339","13","1"
"339","14","0"
"339","15","0"
"339","16","0"
"340","1","1"
"340","2","0"
"340","3","0"
"340","4","0"
"340","5","1"
"340","6","0"
"340","7","0"
"340","8","0"
"340","9","1"
"340","10","0"
"340","11","0"
"340","12","1"
"340","13","0"
"340","14","0"
"340","15","1"
"340","16","0"
"341","1","1"
"341","2","0"
"341","3","0"
"341","4","0"
"341","5","1"
"341","6","1"
"341","7","0"
"341","8","0"
"341","9","0"
"341","10","0"
"341","11","1"
"341","12","1"
"341","13","0"
"341","14","0"
"341","15","1"
"341","16","0"
"342","1","1"
"342","2","1"
"342","3","0"
"342","4","0"
"342","5","0"
"342","6","1"
"342","7","0"
"342","8","0"
"342","9","0"
"342","10","1"
"342","11","0"
"342","12","0"
"342","13","1"
"342","14","0"
"342","15","0"
"342","16","1"
"343","1","1"
"343","2","1"
"343","3","0"
"343","4","0"
"343","5","1"
"343","6","0"
"343","7","1"
"343","8","0"
"343","9","0"
"343","10","1"
"343","11","0"
"343","12","0"
"343","13","0"
"343","14","1"
"343","15","0"
"343","16","0"
"344","1","1"
"344","2","1"
"344","3","0"
"344","4","0"
"344","5","0"
"344","6","0"
"344","7","1"
"344","8","1"
"344","9","0"
"344","10","0"
"344","11","0"
"344","12","0"
"344","13","1"
"344","14","0"
"344","15","0"
"344","16","1"
"345","1","1"
"345","2","0"
"345","3","1"
"345","4","1"
"345","5","0"
"345","6","1"
"345","7","0"
"345","8","0"
"345","9","0"
"345","10","0"
"345","11","1"
"345","12","0"
"345","13","0"
"345","14","0"
"345","15","0"
"345","16","1"
"346","1","1"
"346","2","0"
"346","3","0"
"346","4","1"
"346","5","0"
"346","6","1"
"346","7","0"
"346","8","1"
"346","9","0"
"346","10","1"
"346","11","1"
"346","12","1"
"346","13","0"
"346","14","0"
"346","15","0"
"346","16","1"
"347","1","1"
"347","2","0"
"347","3","1"
"347","4","0"
"347","5","1"
"347","6","0"
"347","7","1"
"347","8","0"
"347","9","0"
"347","10","1"
"347","11","0"
"347","12","0"
"347","13","0"
"347","14","1"
"347","15","0"
"347","16","0"
"348","1","1"
"348","2","0"
"348","3","0"
"348","4","0"
"348","5","0"
"348","6","1"
"348","7","0"
"348","8","0"
"348","9","1"
"348","10","0"
"348","11","1"
"348","12","1"
"348","13","1"
"348","14","1"
"348","15","0"
"348","16","0"
"349","1","1"
"349","2","0"
"349","3","0"
"349","4","0"
"349","5","1"
"349","6","0"
"349","7","0"
"349","8","0"
"349","9","0"
"349","10","1"
"349","11","0"
"349","12","0"
"349","13","1"
"349","14","0"
"349","15","0"
"349","16","0"
"350","1","1"
"350","2","1"
"350","3","1"
"350","4","0"
"350","5","0"
"350","6","1"
"350","7","0"
"350","8","0"
"350","9","0"
"350","10","1"
"350","11","0"
"350","12","0"
"350","13","0"
"350","14","0"
"350","15","1"
"350","16","0"
"351","1","1"
"351","2","0"
"351","3","0"
"351","4","0"
"351","5","0"
"351","6","1"
"351","7","0"
"351","8","1"
"351","9","0"
"351","10","1"
"351","11","0"
"351","12","0"
"351","13","0"
"351","14","1"
"351","15","0"
"351","16","0"
"352","1","1"
"352","2","0"
"352","3","0"
"352","4","0"
"352","5","0"
"352","6","1"
"352","7","0"
"352","8","0"
"352","9","0"
"352","10","0"
"352","11","1"
"352","12","1"
"352","13","0"
"352","14","0"
"352","15","1"
"352","16","0"
"353","1","1"
"353","2","0"
"353","3","0"
"353","4","0"
"353","5","1"
"353","6","0"
"353","7","0"
"353","8","1"
"353","9","0"
"353","10","0"
"353","11","0"
"353","12","1"
"353","13","0"
"353","14","1"
"353","15","0"
